time		x_position		y_position		z_position		x_velocity		y_velocity		z_velocity
95215021.50215022 149009079.1229813 13288571.537457796 0.0 -2.645075516652995 29.682290171892724 0.0
95227632.76327634 148975251.58933523 13662860.356894651 0.0 -2.71957683518632 29.67555184036596 0.0
95240244.02440245 148940484.60799342 14037063.01743926 0.0 -2.794060965698452 29.66862637636835 0.0
95252855.28552856 148904778.39868692 14411177.15939114 0.0 -2.8685274374599303 29.66151382386406 0.0
95265466.54665466 148868133.18708244 14785200.423611743 0.0 -2.9429757798543874 29.654214228004804 0.0
95278077.80778077 148830549.2047811 15159130.45153943 0.0 -3.01740552238156 29.646727635129594 0.0
95290689.06890689 148792026.68931687 15532964.885204433 0.0 -3.0918161946603036 29.639054092764432 0.0
95303300.330033 148752565.884155 15906701.36724384 0.0 -3.1662073264316026 29.631193649621977 0.0
95315911.59115912 148712167.03869063 16280337.540916532 0.0 -3.240578447561582 29.62314635560126 0.0
95328522.85228524 148670830.40824693 16653871.050118178 0.0 -3.3149290880445177 29.614912261787325 0.0
95341134.11341135 148628556.25407374 17027299.539396156 0.0 -3.3892587780058463 29.60649142045093 0.0
95353745.37453747 148585344.84334567 17400620.653964527 0.0 -3.463567047705171 29.59788388504817 0.0
95366356.63566358 148541196.44916055 17773832.03971897 0.0 -3.5378534275392752 29.58908971022016 0.0
95378967.89678967 148496111.3505376 18146931.34325173 0.0 -3.6121174480451215 29.58010895179267 0.0
95391579.15791579 148450089.83241564 18519916.211866554 0.0 -3.6863586399028625 29.570941666775756 0.0
95404190.4190419 148403132.18565133 18892784.293593615 0.0 -3.7605765339388446 29.56158791336338 0.0
95416801.68016802 148355238.7070172 19265533.23720446 0.0 -3.8347706611286108 29.55204775093306 0.0
95429412.94129413 148306409.6991999 19638160.692226917 0.0 -3.9089405525999035 29.542321240045453 0.0
95442024.20242025 148256645.47079805 20010664.308960013 0.0 -3.9830857396356674 29.532408442443977 0.0
95454635.46354637 148205946.33632052 20383041.73848891 0.0 -4.057205753677049 29.522309421054402 0.0
95467246.72467248 148154312.61618423 20755290.632699784 0.0 -4.131300126326398 29.512024239984438 0.0
95479857.98579857 148101744.63671213 21127408.64429473 0.0 -4.2053683893502605 29.501552964523334 0.0
95492469.24692468 148048242.73013118 21499393.4268067 0.0 -4.279410074682385 29.49089566114143 0.0
95505080.5080508 147993807.23457012 21871242.634614337 0.0 -4.353424714426711 29.480052397489732 0.0
95517691.76917692 147938438.49405745 22242953.922956914 0.0 -4.427411840860368 29.469023242399487 0.0
